,start_date,country,region,subregion,oxford_government_response_category,C1_School closing,C1_Flag,C2_Workplace closing,C2_Flag,C3_Cancel public events,C3_Flag,C4_Restrictions on gathering,C4_Flag,C5_Closed public transport,C5_Flag,C6_Stay at home requirements,C6_Flag,C7_Restrictions on internal movement,C7_Flag,C8_International travel controls,E1_Income Support,E1_Flag,E2_Debt/contract relief,E3_Fiscal measures,E4_International support,H1_Public information campaigns,H1_Flag,H2_Testing policy,H3_Contact tracing,H4_Emergency investment in healthcare,H5_Investment in vaccines,M1_Wildcard,ConfirmedCases,ConfirmedDeaths,StringencyIndex,StringencyIndexForDisplay,LegacyStringencyIndex,LegacyStringencyIndexForDisplay
1714,2020-03-25,Canada,New Brunswick,,C7_Restrictions on internal movement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1715,2020-03-25,Canada,New Brunswick,,C8_International travel controls,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1716,2020-03-25,Canada,New Brunswick,,H1_Public information campaigns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1717,2020-03-26,Canada,New Brunswick,,H1_Public information campaigns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1718,2020-03-26,Canada,New Brunswick,,S8 Fiscal measures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1719,2020-03-26,Canada,New Brunswick,,H1_Public information campaigns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1720,2020-03-26,Canada,New Brunswick,,S8 Fiscal measures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1721,2020-03-26,Canada,New Brunswick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1722,2020-03-26,Canada,New Brunswick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1723,2020-03-26,Canada,New Brunswick,,S8 Fiscal measures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1724,2020-03-26,Canada,New Brunswick,,S8 Fiscal measures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1725,2020-03-27,Canada,New Brunswick,,H1_Public information campaigns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1726,2020-03-27,Canada,New Brunswick,,H1_Public information campaigns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1727,2020-03-27,Canada,New Brunswick,,C7_Restrictions on internal movement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1728,2020-03-27,Canada,New Brunswick,,C7_Restrictions on internal movement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1729,2020-03-27,Canada,New Brunswick,,C7_Restrictions on internal movement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1730,2020-03-27,Canada,New Brunswick,,C7_Restrictions on internal movement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1731,2020-03-28,Canada,New Brunswick,,H1_Public information campaigns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1732,2020-03-28,Canada,New Brunswick,,H1_Public information campaigns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1733,2020-03-28,Canada,New Brunswick,,C7_Restrictions on internal movement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1734,2020-03-29,Canada,New Brunswick,,H1_Public information campaigns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1735,2020-03-30,Canada,New Brunswick,,H1_Public information campaigns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1736,2020-03-30,Canada,New Brunswick,,H1_Public information campaigns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1737,2020-03-30,Canada,New Brunswick,,H1_Public information campaigns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1738,2020-03-30,Canada,New Brunswick,,H1_Public information campaigns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1739,2020-03-30,Canada,New Brunswick,,S8 Fiscal measures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1740,2020-03-30,Canada,New Brunswick,,C7_Restrictions on internal movement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1741,2020-03-31,Canada,New Brunswick,,H1_Public information campaigns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1742,2020-04-01,Canada,New Brunswick,,H1_Public information campaigns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1743,2020-04-01,Canada,New Brunswick,,H1_Public information campaigns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1744,2020-04-01,Canada,New Brunswick,,C7_Restrictions on internal movement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1745,2020-04-01,Canada,New Brunswick,,H1_Public information campaigns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1746,2020-04-02,Canada,New Brunswick,,H1_Public information campaigns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1747,2020-04-02,Canada,New Brunswick,,H2_Testing policy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1748,2020-04-02,Canada,New Brunswick,,H4_Emergency investment in healthcare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1749,2020-04-02,Canada,New Brunswick,,C7_Restrictions on internal movement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1750,2020-04-03,Canada,New Brunswick,,H1_Public information campaigns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1751,2020-04-03,Canada,New Brunswick,,S8 Fiscal measures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1752,2020-04-03,Canada ,New Brunswick,,C7_Restrictions on internal movement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1753,2020-04-03,Canada,New Brunswick,,H1_Public information campaigns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1754,2020-04-04,Canada,New Brunswick,,H1_Public information campaigns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1755,2020-04-05,Canada,New Brunswick,,H1_Public information campaigns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1756,2020-04-05,Canada,New Brunswick,,C7_Restrictions on internal movement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1757,2020-04-06,Canada,New Brunswick,,H1_Public information campaigns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1758,2020-04-06,Canada,New Brunswick,,H1_Public information campaigns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1759,2020-04-07,Canada,New Brunswick,,H2_Testing policy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1760,2020-04-07,Canada,New Brunswick,,H1_Public information campaigns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1761,2020-04-07,Canada,New Brunswick,,S8 Fiscal measures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1762,2020-04-07,Canada,New Brunswick,,S8 Fiscal measures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1763,2020-04-08,Canada,New Brunswick,,H1_Public information campaigns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1764,2020-04-08,Canada,New Brunswick,,C7_Restrictions on internal movement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1765,2020-04-09,Canada,New Brunswick,,H1_Public information campaigns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1766,2020-04-09,Canada,New Brunswick,,C2_Workplace closing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1767,2020-04-10,Canada,New Brunswick,,H1_Public information campaigns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1768,2020-04-10,Canada,New Brunswick,,C7_Restrictions on internal movement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1769,2020-04-11,Canada,New Brunswick,,H1_Public information campaigns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1770,2020-04-12,Canada,New Brunswick,,H1_Public information campaigns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1771,2020-04-12,Canada,New Brunswick,,C7_Restrictions on internal movement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1772,2020-04-13,Canada,New Brunswick,,H2_Testing policy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1773,2020-04-13,Canada,New Brunswick,,H1_Public information campaigns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1774,2020-04-13,Canada,New Brunswick,,C7_Restrictions on internal movement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1775,2020-04-13,Canada,New Brunswick,,H2_Testing policy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1776,2020-04-13,Canada,New Brunswick,,C7_Restrictions on internal movement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1777,2020-04-13,Canada,New Brunswick,,H4_Emergency investment in healthcare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1778,2020-04-13,Canada,New Brunswick,,H1_Public information campaigns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1779,2020-04-14,Canada,New Brunswick,,H1_Public information campaigns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1780,2020-04-14,Canada,New Brunswick,,S8 Fiscal measures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1781,2020-04-14,Canada,New Brunswick,,H1_Public information campaigns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1782,2020-04-15,Canada,New Brunswick,,H1_Public information campaigns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1783,2020-04-15,Canada,New Brunswick,,H1_Public information campaigns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1784,2020-04-15,Canada,New Brunswick,,C3_Cancel public events,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1785,2020-04-16,Canada,New Brunswick,,H1_Public information campaigns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1786,2020-04-16,Canada,New Brunswick,,C7_Restrictions on internal movement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1787,2020-04-16,Canada,New Brunswick,,H1_Public information campaigns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1788,2020-04-16,Canada,New Brunswick,,H1_Public information campaigns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1789,2020-04-16,Canada,New Brunswick,,H1_Public information campaigns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1790,2020-04-16,Canada,New Brunswick,,C7_Restrictions on internal movement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1791,2020-04-17,Canada,New Brunswick,,H1_Public information campaigns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1792,2020-04-17,Canada,New Brunswick,,H1_Public information campaigns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1793,2020-04-17,Canada,New Brunswick,,H1_Public information campaigns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1794,2020-04-17,Canada,New Brunswick,,H1_Public information campaigns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1795,2020-04-18,Canada,New Brunswick,,H1_Public information campaigns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2080,2020-03-06,Canada,Newfoundland and Labrador,,H1_Public information campaigns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2081,2020-03-10,Canada,Newfoundland and Labrador,,C8_International travel controls,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2082,2020-03-10,Canada,Newfoundland and Labrador,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2083,2020-03-12,Canada,Newfoundland and Labrador,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1225,2020-03-13,Canada,Newfoundland and Labrador,St. John's,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2084,2020-03-13,Canada,Newfoundland and Labrador,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2085,2020-03-13,Canada,Newfoundland and Labrador,,C3_Cancel public events,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2086,2020-03-14,Canada,Newfoundland and Labrador,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2087,2020-03-14,Canada,Newfoundland and Labrador,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2088,2020-03-14,Canada,Newfoundland and Labrador,,C8_International travel controls,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2089,2020-03-14,Canada,Newfoundland and Labrador,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2090,2020-03-16,Canada,Newfoundland and Labrador,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2091,2020-03-16,Canada,Newfoundland and Labrador,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2092,2020-03-16,Canada,Newfoundland and Labrador,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1226,2020-03-17,Canada,Newfoundland and Labrador,St. John's,C3_Cancel public events,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2093,2020-03-17,Canada,Newfoundland and Labrador,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2094,2020-03-17,Canada,Newfoundland and Labrador,,C1_School closing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2095,2020-03-18,Canada,Newfoundland and Labrador,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2096,2020-03-18,Canada,Newfoundland and Labrador,,C2_Workplace closing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1227,2020-03-19,Canada,Newfoundland and Labrador,St. John's,C2_Workplace closing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2097,2020-03-19,Canada,Newfoundland and Labrador,,C2_Workplace closing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2098,2020-03-20,Canada,Newfoundland and Labrador,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1228,2020-03-21,Canada,Newfoundland and Labrador,St. John's,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2099,2020-03-21,Canada,Newfoundland and Labrador,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100,2020-03-22,Canada,Newfoundland and Labrador,,H3_Contact tracing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2101,2020-03-22,Canada,Newfoundland and Labrador,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2102,2020-03-22,Canada,Newfoundland and Labrador,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1229,2020-03-23,Canada,Newfoundland and Labrador,St. John's,C2_Workplace closing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1230,2020-03-23,Canada,Newfoundland and Labrador,St. John's,S8 Fiscal measures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2103,2020-03-23,Canada,Newfoundland and Labrador,,H1_Public information campaigns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2104,2020-03-23,Canada,Newfoundland and Labrador,,C2_Workplace closing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2105,2020-03-23,Canada,Newfoundland and Labrador,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2106,2020-03-23,Canada,Newfoundland and Labrador,,C4_Restrictions on gathering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2107,2020-03-23,Canada,Newfoundland and Labrador,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2108,2020-03-23,Canada,Newfoundland and Labrador,,C8_International travel controls,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1231,2020-03-24,Canada,Newfoundland and Labrador,St. John's,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2109,2020-03-24,Canada,Newfoundland and Labrador,,S8 Fiscal measures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2110,2020-03-25,Canada,Newfoundland and Labrador,,S8 Fiscal measures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2111,2020-03-25,Canada,Newfoundland and Labrador,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2112,2020-03-26,Canada,Newfoundland and Labrador,,S8 Fiscal measures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2113,2020-03-26,Canada,Newfoundland and Labrador,,C7_Restrictions on internal movement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1232,2020-03-27,Canada,Newfoundland and Labrador,St. John's,C2_Workplace closing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2114,2020-03-28,Canada,Newfoundland and Labrador,,C3_Cancel public events,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2115,2020-03-28,Canada,Newfoundland and Labrador,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2116,2020-03-29,Canada,Newfoundland and Labrador,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2117,2020-03-30,Canada,Newfoundland and Labrador,,S8 Fiscal measures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1233,2020-03-31,Canada,Newfoundland and Labrador,St. John's,H1_Public information campaigns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2118,2020-03-31,Canada,Newfoundland and Labrador,,C4_Restrictions on gathering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2119,2020-03-31,Canada,Newfoundland and Labrador,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2120,2020-03-31,Canada,Newfoundland and Labrador,,H1_Public information campaigns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2121,2020-03-31,Canada,Newfoundland and Labrador,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2122,2020-04-03,Canada,Newfoundland and Labrador,,H1_Public information campaigns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2123,2020-04-03,Canada,Newfoundland and Labrador,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2124,2020-04-07,Canada,Newfoundland and Labrador,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2125,2020-04-07,Canada,Newfoundland and Labrador,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2126,2020-04-09,Canada,Newfoundland and Labrador,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2127,2020-04-09,Canada,Newfoundland and Labrador,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2128,2020-04-09,Canada,Newfoundland and Labrador,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1234,2020-04-13,Canada,Newfoundland and Labrador,St. John's,H1_Public information campaigns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1235,2020-04-13,Canada,Newfoundland and Labrador,St. John's,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2129,2020-04-15,Canada,Newfoundland and Labrador,,H2_Testing policy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,2020-03-10,Canada,Northwest Territories,,H2_Testing policy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2020-03-10,Canada,Northwest Territories,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2020-03-10,Canada,Northwest Territories,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2020-03-12,Canada,Northwest Territories,,C3_Cancel public events,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2020-03-13,Canada,Northwest Territories,,H1_Public information campaigns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2020-03-13,Canada,Northwest Territories,,H1_Public information campaigns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,2020-03-14,Canada,Northwest Territories,,C8_International travel controls,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,2020-03-14,Canada,Northwest Territories,,H1_Public information campaigns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2020-03-14,Canada,Northwest Territories,,H2_Testing policy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2020-03-14,Canada,Northwest Territories,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,2020-03-14,Canada,Northwest Territories,,H1_Public information campaigns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,2020-03-14,Canada,Northwest Territories,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,2020-03-14,Canada,Northwest Territories,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,2020-03-14,Canada,Northwest Territories,,C1_School closing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,2020-03-14,Canada,Northwest Territories,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,2020-03-14,Canada,Northwest Territories,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,2020-03-16,Canada,Northwest Territories,,C1_School closing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,2020-03-17,Canada,Northwest Territories,,C4_Restrictions on gathering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,2020-03-17,Canada,Northwest Territories,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,2020-03-18,Canada,Northwest Territories,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,2020-03-19,Canada,Northwest Territories,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,2020-03-19,Canada,Northwest Territories,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,2020-03-20,Canada,Northwest Territories,,H4_Emergency investment in healthcare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,2020-03-20,Canada,Northwest Territories,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,2020-03-20,Canada,Northwest Territories,,S8 Fiscal measures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,2020-03-21,Canada,Northwest Territories,,C8_International travel controls,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,2020-03-21,Canada,Northwest Territories,,C7_Restrictions on internal movement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,2020-03-21,Canada,Northwest Territories,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,2020-03-21,Canada,Northwest Territories,,H3_Contact tracing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,2020-03-21,Canada,Northwest Territories,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,2020-03-22,Canada,Northwest Territories,,C4_Restrictions on gathering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,2020-03-22,Canada,Northwest Territories,,C2_Workplace closing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,2020-03-22,Canada,Northwest Territories,,C2_Workplace closing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,2020-03-22,Canada,Northwest Territories,,C2_Workplace closing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,2020-03-23,Canada,Northwest Territories,,C5_Closed public transport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,2020-03-23,Canada,Northwest Territories,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,2020-03-23,Canada,Northwest Territories,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,2020-03-23,Canada,Northwest Territories,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,2020-03-24,Canada,Northwest Territories,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,2020-03-25,Canada,Northwest Territories,,C1_School closing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,2020-03-27,Canada,Northwest Territories,,C7_Restrictions on internal movement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,2020-03-27,Canada,Northwest Territories,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,2020-03-30,Canada,Northwest Territories,,H1_Public information campaigns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,2020-03-30,Canada,Northwest Territories,,H1_Public information campaigns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,2020-03-30,Canada,Northwest Territories,,S8 Fiscal measures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,2020-03-31,Canada,Northwest Territories,,S8 Fiscal measures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,2020-03-31,Canada,Northwest Territories,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,2020-03-31,Canada,Northwest Territories,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,2020-03-31,Canada,Northwest Territories,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,2020-03-31,Canada,Northwest Territories,,S8 Fiscal measures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,2020-03-31,Canada,Northwest Territories,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,2020-03-31,Canada,Northwest Territories,,S8 Fiscal measures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,2020-03-31,Canada,Northwest Territories,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,2020-03-31,Canada,Northwest Territories,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,2020-04-01,Canada,Northwest Territories,,H1_Public information campaigns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,2020-04-01,Canada,Northwest Territories,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,2020-04-02,Canada,Northwest Territories,,S8 Fiscal measures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,2020-04-02,Canada,Northwest Territories,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,2020-04-02,Canada,Northwest Territories,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,2020-04-02,Canada,Northwest Territories,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,2020-04-05,Canada,Northwest Territories,,H1_Public information campaigns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,2020-04-06,Canada,Northwest Territories,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,2020-04-07,Canada,Northwest Territories,,H1_Public information campaigns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,2020-04-08,Canada,Northwest Territories,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,2020-04-10,Canada,Northwest Territories,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,2020-04-10,Canada,Northwest Territories,,C8_International travel controls,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,2020-04-10,Canada,Northwest Territories,,C8_International travel controls,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,2020-04-11,Canada,Northwest Territories,,C2_Workplace closing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
